id,speaker,date,year,source,dominant_topic,dominant_topic_prob,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob
1009,Alfred Broaddus,02apr1993,1993,sophia,8,0.5083120205699427,0.0460037389829949,5.278340513857445e-05,5.278132473467945e-05,0.0459494591036391,0.12702552168869635,5.2786902695116246e-05,0.27244533876485455,5.27857300699903e-05,0.5083120205699427,5.278352723399581e-05
594,Alan Blinder,09mar1995,1995,GLMM,8,0.8253671142555319,0.005524622579121717,0.00012441358745755786,0.00012440651489801076,0.14917225636070083,0.019189539653136953,0.00012441611235063178,0.00012440607258137822,0.00012441753997906896,0.8253671142555319,0.0001244073242420174
595,Alan Blinder,21mar1995,1995,GLMM,3,0.2677551761509394,0.0001020732782431568,0.06051493698957208,0.00010206917371177629,0.2677551761509394,0.00010206883935796388,0.1762889577555782,0.07775961017354083,0.24275662289333738,0.17451641432456866,0.00010207042115055676
596,Alan Blinder,04may1995,1995,GLMM,6,0.6797094666749891,0.0013904641860032953,0.03715246793790227,4.2256912045696355e-05,0.12900588572111263,0.005994356557569135,0.01041944219062729,0.6797094666749891,0.0039701895559494955,0.13227321007460158,4.226018919952192e-05
597,Alan Blinder,05may1995,1995,GLMM,6,0.6414047054820314,0.03403481322125541,3.2498713432500725e-05,3.249898701273928e-05,0.11297083451345637,3.249561899033302e-05,0.007864169281518217,0.6414047054820314,3.249505316117308e-05,0.2035629919810434,3.2497148098327456e-05
598,Alan Blinder,15jun1995,1995,GLMM,6,0.7088352736158634,7.572852720310088e-05,7.571902527641778e-05,7.57240100966405e-05,0.1554754590147791,0.06555132019895087,7.57178553159977e-05,0.7088352736158634,0.0696836169611953,7.572307816384349e-05,7.571771315529493e-05
599,Alan Blinder,14sep1995,1995,GLMM,8,0.8302216472073669,7.135048407046442e-05,7.134537884785595e-05,7.135117826968561e-05,0.04289315107114806,0.04283434353590609,0.08362277339061605,7.134410666741767e-05,7.134809914929444e-05,0.8302216472073669,7.134554795806602e-05
600,Alan Blinder,18sep1995,1995,GLMM,8,0.8155525174084528,0.018130398478208763,0.008223078033749283,0.00011808932732972007,0.14308776535825696,0.014415764213848985,0.00011809957117170972,0.00011809025267421622,0.00011810238830202676,0.8155525174084528,0.00011809496800558882
601,Alan Blinder,11oct1995,1995,GLMM,5,0.6010807664262611,0.2992464433257206,8.002454059786003e-05,8.001729368565169e-05,8.001872300137984e-05,0.05503488432583641,0.6010807664262611,8.00290625438581e-05,8.003231010688365e-05,0.04415775598680685,8.002800543933189e-05
1010,Alfred Broaddus,16mar1995,1995,GLMM,6,0.6674341277065652,0.03383704202849274,0.0193934475936803,5.591224686285678e-05,0.004107191298445851,5.591561280141819e-05,5.591467666942719e-05,0.6674341277065652,0.051211732744243545,0.22379280103542995,5.5915056808846116e-05
2759,Robert Forrestal,10aug1995,1995,GLMM,7,0.7518230437079444,0.00010387516129296429,0.00010386935716598718,0.03238599766792037,0.06667051606822245,0.0001038716516379941,0.00010389105695999572,0.00010386291640398676,0.7518230437079444,0.14849720669993843,0.0001038657125134133
2760,Robert Forrestal,15sep1995,1995,GLMM,8,0.5211452238576035,0.08612882577987495,0.09542381095707857,8.705629520870767e-05,0.11906332286388878,8.705281698465757e-05,8.705560476230538e-05,8.705617389281517e-05,0.17780353910403163,0.5211452238576035,8.705654667431613e-05
2761,Robert Forrestal,23oct1995,1995,GLMM,0,0.36592517228386984,0.36592517228386984,0.23804487908748756,0.03171365231607654,0.06790686820716915,9.942857889190506e-05,0.18545629255583881,9.943239224727853e-05,0.02143148693222356,0.08922335352461488,9.943412158042778e-05
2956,Alan Greenspan,05jan1995,1995,GLMM,1,0.2630584477003363,0.1928319742020921,0.2630584477003363,0.00013740318597390107,0.0001373897447552319,0.10878142225402947,0.15041937611186793,0.00013740136383636175,0.0076759946492628356,0.043295178296838516,0.23352541249100744
2957,Alan Greenspan,10jan1995,1995,GLMM,8,0.5957208891590485,0.00013231113461502873,0.1370356797694519,0.07713730114527918,0.00013230910067869452,0.0001323081406795231,0.0001323047433804836,0.08120092323303556,0.10824366231748775,0.5957208891590485,0.00013231125634333114
2958,Alan Greenspan,28jan1995,1995,GLMM,2,0.4885403879778348,9.693637140525794e-05,9.692489666710357e-05,0.4885403879778348,0.09248858559983851,0.028360631401851865,9.692808285517345e-05,0.01789269526219312,0.25341199047584273,0.11891798320299271,9.693672851869477e-05
2959,Alan Greenspan,31jan1995,1995,GLMM,8,0.8625753790510994,9.261725389497931e-05,9.261947496362297e-05,9.261597151083733e-05,9.261907833568862e-05,0.03877055995133522,9.261423539466282e-05,9.261628007822475e-05,0.03533536947408997,0.8625753790510994,0.06276298922929734
2960,Alan Greenspan,15feb1995,1995,GLMM,8,0.5130645290943318,0.011252272810307907,8.225829485945113e-05,8.225649997360354e-05,8.226092377600765e-05,8.22599584210996e-05,0.002694481475036414,8.225549480189407e-05,0.47249517104661864,0.5130645290943318,8.22544018732634e-05
2961,Alan Greenspan,22feb1995,1995,GLMM,7,0.4307474417542477,4.908323765875233e-05,4.908328844938001e-05,0.03952244469709459,4.908391172261675e-05,0.0522135856101661,4.90816672442263e-05,0.09823106963461613,0.4307474417542477,0.35640014417967086,0.022688982019129795
2962,Alan Greenspan,23feb1995,1995,GLMM,7,0.43299049795570177,0.002251191207630977,0.00741871663731484,0.03835858485622775,4.9374489087292976e-05,0.05349334940483388,4.937294754115511e-05,0.0966025736457026,0.43299049795570177,0.3521990067345271,0.016587332121432746
2963,Alan Greenspan,28feb1995,1995,GLMM,0,0.77136573881156,0.77136573881156,0.054380726111602884,5.7323321290756254e-05,5.732079971412283e-05,5.732614965416449e-05,0.05775777671238603,5.7317359191061924e-05,5.731754820925988e-05,0.11615182862041876,5.732456597291648e-05
2964,Alan Greenspan,03mar1995,1995,GLMM,5,0.3140886368313413,6.951083604799137e-05,0.23631710970928146,6.950768518006978e-05,6.950703111496808e-05,0.03181629780104778,0.3140886368313413,6.95122268215464e-05,6.950685686616368e-05,0.11519934166510135,0.30223106935719746
2965,Alan Greenspan,08mar1995,1995,GLMM,8,0.583646075903086,0.0001255040113743369,0.00012550277714349354,0.00012550241649296928,0.00012550772572309725,0.00012550826602163485,0.018718493185423877,0.025399149841955335,0.3674255302346951,0.583646075903086,0.00418322563808408
2966,Alan Greenspan,10mar1995,1995,GLMM,8,0.700777139936332,0.0002740488286617018,0.0002740418687767315,0.006185365342319495,0.00027406239906884345,0.14613349801352885,0.00027404329310321067,0.034750175195521454,0.00027406156525142106,0.700777139936332,0.11078356355743639
2967,Alan Greenspan,13mar1995,1995,GLMM,8,0.5463562775090526,0.00011604572420383727,0.08775452594731611,0.032123389707299076,0.031917199031064526,0.00011604241192650994,0.11555613521104062,0.00011604509359927402,0.18582830180211582,0.5463562775090526,0.0001160375623817499
2968,Alan Greenspan,11apr1995,1995,GLMM,8,0.5414686081233947,5.447777300195332e-05,0.06459534245774708,5.447680068737677e-05,0.03087303313124881,5.448323240568361e-05,0.21717580031463582,5.448223751543088e-05,0.024643657962262262,0.5414686081233947,0.12102563796710088
2969,Alan Greenspan,11may1995,1995,GLMM,0,0.44399050935550455,0.44399050935550455,0.2703250979350517,0.00568129212944163,0.0108377125510762,7.470933619743676e-05,0.1253428523799636,7.47007555396677e-05,7.470049534248891e-05,0.03681410830257951,0.10678431675930322
2970,Alan Greenspan,16may1995,1995,GLMM,2,0.4150029844155455,0.05521418436237149,9.952647984883048e-05,0.4150029844155455,0.04442429812025628,9.953344854664062e-05,0.020291378138282645,0.05612512425289605,0.1018131242285972,0.30683031837949243,9.952817416300677e-05
2971,Alan Greenspan,17may1995,1995,GLMM,2,0.37552296026407594,0.1620993896960901,0.11354635678706038,0.37552296026407594,0.33040576251707326,0.0001398947617773531,0.017726055314432478,0.00013988979292931523,0.00013988617603044294,0.0001399030094834749,0.00013990168104742017
2972,Alan Greenspan,06jun1995,1995,GLMM,0,0.7583172466658159,0.7583172466658159,0.054213642569894895,5.535507268565416e-05,5.535528626625464e-05,0.005912185692395418,0.0817841882351451,5.535117852450368e-05,5.5351267864965315e-05,0.06102409482983296,0.03852722920157454
2973,Alan Greenspan,20jun1995,1995,GLMM,8,0.5425738020055515,5.584623668126661e-05,0.05968314954394466,5.585140399564371e-05,0.002766287757374471,5.585055316882458e-05,0.14110766227435698,0.00735025575474122,0.08706712371352203,0.5425738020055515,0.15928417075666343
2974,Alan Greenspan,19jul1995,1995,GLMM,7,0.676428086167775,0.02635051579971101,8.476972663464867e-05,0.009833701744921595,8.476630507968213e-05,8.477071239137808e-05,8.476852241675875e-05,0.04739978601968031,0.676428086167775,0.23956406775282055,8.476724856925627e-05
2975,Alan Greenspan,28jul1995,1995,GLMM,0,0.6618751983979587,0.6618751983979587,0.00012288359745874248,0.00012288270012244311,0.00012288338556630564,0.1461236408670028,0.0001228904604880264,0.00012288729578766448,0.00012288858310313512,0.08736755703773162,0.10389628767478032
2976,Alan Greenspan,01aug1995,1995,GLMM,8,0.7379064905580229,0.02893503098571937,0.021477365773717248,0.0001961376763277627,0.10072211312413941,0.016336932305414824,0.0001961374933360666,0.03389940219322857,0.00019612973689349774,0.7379064905580229,0.060134260153200274
2977,Alan Greenspan,02aug1995,1995,GLMM,0,0.5794014931291467,0.5794014931291467,8.600793471607932e-05,0.14294604353829243,8.60082781349134e-05,0.14069823235249,8.601059321922732e-05,8.600773302249189e-05,8.600928577245057e-05,0.08403147180801018,0.05249271534719546
2978,Alan Greenspan,21sep1995,1995,GLMM,0,0.705177099004012,0.705177099004012,0.00019423809096698574,0.14843373408391822,0.00019422217765583197,0.04552120830218118,0.00019423283122531977,0.00019422368084371554,0.0001942207562598275,0.09970258793374037,0.00019423313919667617
2979,Alan Greenspan,22sep1995,1995,GLMM,7,0.7586772429223323,0.03721397036468038,0.000185921439918835,0.00018592296493007214,0.00018592509208526626,0.000185930321370046,0.00018591461856474432,0.01426165706754035,0.7586772429223323,0.18873159076842547,0.00018592444015257548
2980,Alan Greenspan,27sep1995,1995,GLMM,5,0.6431238083399949,0.19458942741599639,0.000662364166826146,0.0006623588677361916,0.12344638038339394,0.0006624727140467143,0.6431238083399949,0.0006624086485059524,0.0006624369455049335,0.03486599851209668,0.0006623440058980588
2981,Alan Greenspan,19oct1995,1995,GLMM,8,0.58040789972001,7.820844360901297e-05,7.821029766044103e-05,7.820201190568066e-05,0.20602424372105763,7.819911018263176e-05,0.03237856387574726,7.820472777521787e-05,0.1807200630984536,0.58040789972001,7.820499359862968e-05
2982,Alan Greenspan,02nov1995,1995,GLMM,8,0.7084522973968729,0.00011604303919971212,0.00011604501573793775,0.00011603807196913492,0.06002294218247576,0.044007119737989445,0.00011604319448955772,0.05785940340589321,0.12907803142908386,0.7084522973968729,0.00011603652628845864
2983,Alan Greenspan,07nov1995,1995,GLMM,3,0.4199757791801964,8.002374013278999e-05,8.002392009783258e-05,8.001878465334138e-05,0.4199757791801964,8.001716012209603e-05,0.08705438695285958,0.01173204468264066,0.10425734584376511,0.34676793340281736,0.029892426332714942
2984,Alan Greenspan,16nov1995,1995,GLMM,9,0.46358197206259066,9.855537486927755e-05,0.2055939497452814,9.854945352716498e-05,9.855074109833691e-05,0.007032520330967592,0.07253448564368313,0.025348122279318167,9.854084267310996e-05,0.22551475352599118,0.46358197206259066
2985,Alan Greenspan,27nov1995,1995,GLMM,1,0.6951800093460062,0.25343493530652367,0.6951800093460062,5.840727532754245e-05,5.83969265898375e-05,5.839507926042395e-05,5.839509063803007e-05,5.8388015529788546e-05,5.839190979266745e-05,0.0509762861868575,5.839486347435975e-05
2986,Alan Greenspan,30nov1995,1995,GLMM,0,0.6150409954075801,0.6150409954075801,0.04278217950887372,0.03063916076239668,8.377380267875545e-05,0.04722927003295925,8.37750294638678e-05,8.377399099240811e-05,8.37693929855612e-05,8.37785825353828e-05,0.2638895234895342
2987,Alan Greenspan,05dec1995,1995,GLMM,1,0.6580393821187177,0.26954894078302155,0.6580393821187177,5.9289904731031535e-05,5.929436318821196e-05,5.929353123790603e-05,5.929566096048036e-05,5.928811538302525e-05,5.928806333461143e-05,0.07199663318021982,5.929427920562015e-05
