id,speaker,date,year,source,dominant_topic,dominant_topic_prob,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob
2988,Alan Greenspan,07dec1995,1995,GLMM,5,0.7202108316122079,0.016306282630425134,7.290663813540267e-05,7.29094987890002e-05,0.001963168744546671,0.026838922210461608,0.7202108316122079,7.290171048822108e-05,0.004034623727401265,0.16220729859945557,0.06822015462808939
3638,Jerry Jordan,10jan1995,1995,GLMM,8,0.6018497514614906,0.13378093771831684,0.00018802337443662577,0.00018801470794208852,0.0772581082667685,0.00018801095598624715,0.00018804180344188096,0.1859830905417687,0.0001880137994018312,0.6018497514614906,0.00018800737044694812
3639,Jerry Jordan,17jan1995,1995,GLMM,8,0.5792800354308574,0.13825407863426958,0.0001859266959778679,0.00018591737111754925,0.09584526946422425,0.00018591369874964813,0.00018594265330079451,0.18550508963236742,0.00018591639607066804,0.5792800354308574,0.00018591002306487273
3640,Jerry Jordan,18jan1995,1995,GLMM,6,0.44565674991930393,6.136563892050927e-05,6.136057815234385e-05,0.026910003605875678,0.010179151368818196,0.03029039455581482,6.136597790970163e-05,0.44565674991930393,0.15262756012075165,0.3340906828720286,6.136536242466342e-05
3641,Jerry Jordan,25jan1995,1995,GLMM,3,0.5827764645529885,0.0012991231156792985,0.0012991064068276152,0.21942244352236742,0.5827764645529885,0.0012990205784204228,0.0012991529934110748,0.001299071212537955,0.0012990171073856151,0.1887075619196598,0.0012990385907223796
3642,Jerry Jordan,11feb1995,1995,GLMM,8,0.5214700939776428,0.16740950323034492,0.00012410187181015098,0.00012410821591958996,0.06751274418883361,0.12671544350853298,0.0001240962267430504,0.1162717003992294,0.00012410051678689389,0.5214700939776428,0.00012410786415655703
3643,Jerry Jordan,15feb1995,1995,GLMM,0,0.48355516399734993,0.48355516399734993,0.015857856961737832,0.02647266699201453,0.10284720591514551,0.0001471044152557896,0.20726810444965532,0.029576080509477142,0.00014709759634270694,0.08641373346755042,0.04771498569547078
3644,Jerry Jordan,27feb1995,1995,GLMM,6,0.6149357148456501,0.0001703949122444652,0.00017038921024020693,0.00017040274017392305,0.018012465998094442,0.011761295423530814,0.00017039540462992898,0.6149357148456501,0.1917140090274458,0.1627245283936679,0.00017040404432244077
3645,Jerry Jordan,24apr1995,1995,GLMM,0,0.6404077677379495,0.6404077677379495,7.019512542750855e-05,7.019767838449646e-05,0.051767681086582355,0.02387795218206215,0.1375035256939464,0.0034686970598103014,7.019539217495043e-05,0.10998970982185392,0.03277407822180836
3646,Jerry Jordan,25may1995,1995,GLMM,8,0.48877024378108486,0.15448978264113078,0.00020839009596482796,0.00020836904499947,0.00020838566820196309,0.00020839755769322578,0.33505890907285313,0.020430771046065173,0.0002083700821727543,0.48877024378108486,0.00020838100983375972
3647,Jerry Jordan,29nov1995,1995,GLMM,5,0.5037199230974201,0.1205387413489556,0.00016263982769730318,0.00016265266635703113,0.19130211343174786,0.08564884484768405,0.5037199230974201,0.015043860875109862,0.00016263707446815558,0.08309594237453519,0.0001626444560248471
3979,Edward Kelley,20feb1995,1995,GLMM,5,0.6616539636915543,0.06817642218307296,0.00018219571720613854,0.0001821847945240338,0.040438543994543046,0.06602939313207076,0.6616539636915543,0.00018218987715817297,0.00018218905594650665,0.16279072709200373,0.00018219046192046243
3980,Edward Kelley,22mar1995,1995,GLMM,0,0.5673356481312452,0.5673356481312452,0.06315073095489875,0.0001241187589229873,0.08063034940128441,0.00012410964560085396,0.16911962129255628,0.02741327602923292,0.003553146414736114,0.00012410486713497793,0.08842489450438759
3981,Edward Kelley,03may1995,1995,GLMM,5,0.5436275446051518,0.03866395385363256,0.00011964658888022155,0.00011964774840903428,0.020608774410594183,0.13503908514932683,0.5436275446051518,0.005759145981033858,0.00011965255003449163,0.25582291236893206,0.00011963674400466341
3982,Edward Kelley,13jul1995,1995,GLMM,5,0.5499966493317455,0.01926230086495176,0.00010333087683226634,0.00010333596133356242,0.027350730548294025,0.11958373519254317,0.5499966493317455,0.00010334159443812894,0.00885520283254181,0.2745380491929068,0.00010332360441291472
3983,Edward Kelley,23aug1995,1995,GLMM,1,0.5529339248241609,0.14097594741038652,0.5529339248241609,7.688143279297162e-05,0.025779032271531107,7.68835253257018e-05,0.04073704122699977,7.688107425800008e-05,7.688076210789775e-05,0.140228263694946,0.09903826377749105
3984,Edward Kelley,16nov1995,1995,GLMM,1,0.4996329272727705,0.1293363988182025,0.4996329272727705,0.07285789754891815,0.06893714882105352,7.211920698737e-05,0.13940944105366124,7.211714712659673e-05,0.011632389737417701,0.07797743922842218,7.212116544035405e-05
4338,John LaWare,14feb1995,1995,GLMM,0,0.5002647522753156,0.5002647522753156,0.13926028751131933,0.0457556524209057,0.08723235597358142,0.08672271693806174,0.04069478698953698,8.198577366000633e-05,8.19912911792824e-05,0.07441040827501101,0.02549506255142905
4531,Lawrence Lindsey,10jan1995,1995,GLMM,2,0.5188182293167553,7.005008437520806e-05,7.00475416175284e-05,0.5188182293167553,0.05553509648802504,0.10909021145664444,0.01860434978658679,7.004494857863461e-05,0.09975078480773593,0.19792114063135535,7.004493832583126e-05
4532,Lawrence Lindsey,07mar1995,1995,GLMM,3,0.5300102491087503,9.445723035973093e-05,0.021575125240929183,0.3039187652734279,0.5300102491087503,9.445012148197687e-05,0.050732012041733165,9.445004529149474e-05,9.445583424499736e-05,0.09329158446249597,9.445064128527229e-05
4533,Lawrence Lindsey,08mar1995,1995,GLMM,2,0.3263692804211767,0.29453864171221605,0.2860889780533608,0.3263692804211767,0.05788471653421522,6.29097768959604e-05,6.29116899473112e-05,0.021824884502414515,6.290880188390989e-05,0.013041859266022868,6.290924186658856e-05
4534,Lawrence Lindsey,19apr1995,1995,GLMM,1,0.29490303159886555,0.1775429467536469,0.29490303159886555,0.16670471331440498,0.2400076457906482,0.00012907182216177627,0.12019631465821876,0.00012907344045989553,0.00012906471650470626,0.0001290718672160519,0.00012906603787320024
4535,Lawrence Lindsey,20apr1995,1995,GLMM,8,0.7085096645174881,5.9189228059877866e-05,5.918705822358478e-05,5.9183504511867266e-05,0.08808811757825573,5.9189918880946706e-05,0.012546492808114438,0.1776654162207953,5.918691712335171e-05,0.7085096645174881,0.012894372248546903
4536,Lawrence Lindsey,06sep1995,1995,GLMM,8,0.4909373500403073,0.00012662357390661784,0.00012662042656248683,0.00012661463050380264,0.1410479392150556,0.0001266230442338133,0.07945126150183766,0.060027873675311046,0.22790247407885328,0.4909373500403073,0.0001266198134284276
4537,Lawrence Lindsey,13sep1995,1995,GLMM,8,0.8179960674459581,5.853088149712115e-05,5.8531666942363674e-05,5.85287526713983e-05,0.09029666981929346,5.853120434188009e-05,0.006315997671080816,0.08504008098624355,5.8529886873452384e-05,0.8179960674459581,5.8531685097962104e-05
4538,Lawrence Lindsey,14sep1995,1995,GLMM,2,0.576495156825159,0.0915402425548924,6.251843436359513e-05,0.576495156825159,0.25316204547652543,6.251721119005513e-05,6.251826146132122e-05,0.0588035670045061,6.251856404416705e-05,0.0196863957122118,6.251995564610067e-05
4539,Lawrence Lindsey,14dec1995,1995,GLMM,2,0.6174614458208735,8.720680338600046e-05,8.72013938475467e-05,0.6174614458208735,0.007116133817743488,0.032905273105190314,8.720521982752802e-05,8.72026007621309e-05,0.2377561255327525,0.10432500252514638,8.720318047077611e-05
4882,Thomas Melzer,11jan1995,1995,GLMM,6,0.4921613041894201,0.00010991795576038214,0.00010991150567552154,0.00010992639184459696,0.00010991545000490693,0.07093909389631059,0.0001099236537458093,0.4921613041894201,0.07261391714363828,0.3636261762808929,0.00010991353270691058
4883,Thomas Melzer,16feb1995,1995,GLMM,5,0.2549061560280938,0.10639811218873887,0.00010217355490921073,0.00010217257102455556,0.2544542295101129,0.10732686048465401,0.2549061560280938,0.23692625260111286,0.00010217501439793875,0.039579693552973715,0.00010217449398208266
4884,Thomas Melzer,01mar1995,1995,GLMM,6,0.45196582817746966,0.00010485448187411156,0.00010484361483185145,0.00010485327330584156,0.00010484894894591159,0.13976755663596985,0.00010485584821667223,0.45196582817746966,0.11901489589021168,0.2886226167781711,0.0001048463510033243
4885,Thomas Melzer,07mar1995,1995,GLMM,2,0.5634225948025796,0.05570618521943158,0.00015508947585765302,0.5634225948025796,0.37030249575348506,0.00015506989447190518,0.009638272260099527,0.00015507385577389374,0.00015506010308948044,0.0001550876084620236,0.00015507102674915395
4886,Thomas Melzer,15mar1995,1995,GLMM,6,0.6676953683546806,0.0059561892841319295,8.75918000783965e-05,8.758334508798695e-05,0.03206047575846676,8.760138532064788e-05,0.030187723792406206,0.6676953683546806,8.759007442298186e-05,0.26366228806075587,8.758814464874168e-05
4887,Thomas Melzer,16oct1995,1995,GLMM,5,0.8002752952183585,0.08496988674973728,5.2757533963801306e-05,5.2757013333068024e-05,0.0539164178122783,0.01849019486598284,0.8002752952183585,5.275702508519033e-05,5.275745821899555e-05,5.275750096423973e-05,0.04208441882207761
4888,Thomas Melzer,31oct1995,1995,GLMM,8,0.5075954123915444,0.00012465638582645673,9.043784574206926e-05,9.043196260612678e-05,0.1262141875962109,0.04267637022445281,9.044314359628044e-05,0.2979869783765414,0.025040647315404764,0.5075954123915444,9.043475807464221e-05
4889,Thomas Melzer,12dec1995,1995,GLMM,6,0.5481214842704516,7.415017075085642e-05,0.008513022032532737,0.0051176385609840065,0.0470542601839472,7.414957861557987e-05,7.415048765201508e-05,0.5481214842704516,0.06514512183107804,0.3257518698070859,7.415307690204889e-05
7178,Janet Yellen,17oct1995,1995,GLMM,0,0.7035729188700106,0.7035729188700106,0.021169436914774575,0.1371986474348522,0.004182955716406985,3.3587741781532705e-05,0.007411060375179988,3.3588542858751635e-05,0.05386068635646909,0.07250353113827412,3.3586909392183864e-05
602,Alan Blinder,10jan1996,1996,GLMM,6,0.8414515364693048,6.64668853037242e-05,6.64625699778869e-05,6.647990989166922e-05,0.019772571892575058,6.647136398679846e-05,6.646202353328968e-05,0.8414515364693048,0.030977902992663228,0.10739918113503612,6.64647577275334e-05
1011,Alfred Broaddus,17oct1996,1996,GLMM,6,0.675508446535041,0.00010259190108944555,0.0001025971562889866,0.00010258961401399137,0.16328439801271344,0.000102587221233873,0.00010259313340711376,0.675508446535041,0.00010259631873458296,0.16048900656759524,0.00010259353988223696
1621,Paul Connolly,01feb1996,1996,GLMM,5,0.8360735550715043,0.016057405774607618,8.39136538726239e-05,8.391718995299267e-05,0.1168720328566227,8.391327479923669e-05,0.8360735550715043,8.391236712503945e-05,0.030493525820887414,8.391413816276843e-05,8.390985246526404e-05
1622,Paul Connolly,16apr1996,1996,GLMM,5,0.8155681217248125,0.04457109000374981,8.690878077122999e-05,8.69099420798632e-05,0.10261398256597583,0.015003702319637886,0.8155681217248125,8.690498715825235e-05,0.009058298815755534,0.012837177942444133,8.690291761515091e-05
1623,Paul Connolly,09oct1996,1996,GLMM,5,0.8021744536659113,0.00012394869674730552,0.00012394600072775563,0.00012394684272242412,0.0926988832958936,0.104259035767651,0.8021744536659113,0.00012394214243191854,0.00012395306318722322,0.00012395080966469207,0.00012393971506261624
1624,Paul Connolly,18nov1996,1996,GLMM,5,0.855401553562541,6.585540043554484e-05,6.585234866123811e-05,0.00529309698047608,0.10765223183295852,6.585186207914828e-05,0.855401553562541,6.585061313405167e-05,6.585361176867876e-05,0.031258006950020366,6.584683792519695e-05
2539,Richard Fisher,08oct1996,1996,sophia,4,0.3521946529836537,7.365887044794497e-05,0.2624182685582291,7.365551837089856e-05,0.03159810115267766,0.3521946529836537,0.061094915385457846,7.3659684819455e-05,0.03079093352705287,0.08155847850069706,0.1801236758185934
2989,Alan Greenspan,05feb1996,1996,GLMM,8,0.4295236227594449,0.00015293750207650756,0.00015294849378050515,0.00015293493368614698,0.3804912591516026,0.0001529330944416537,0.038053044430336885,0.00015293329743168497,0.1510144430279277,0.4295236227594449,0.00015294330927153005
2990,Alan Greenspan,08feb1996,1996,GLMM,2,0.5433820734603603,0.00010895912872188946,0.00010896064848732013,0.5433820734603603,0.09977465911244714,0.00010896064690008828,0.045718133641970096,0.00010895950760075986,0.17779093376114644,0.13278939577457013,0.00010896431779600533
2991,Alan Greenspan,20feb1996,1996,GLMM,7,0.5498709904233382,5.0829706010631885e-05,5.0828286119149507e-05,5.082880071543694e-05,0.024591140904384308,0.009219802798491767,0.031073869106611567,0.04284656162746755,0.5498709904233382,0.3421943220855146,5.082626134668105e-05
2992,Alan Greenspan,23feb1996,1996,GLMM,1,0.44408847303201104,6.632668939705847e-05,0.44408847303201104,6.632988423581801e-05,6.632656189094538e-05,0.04679341060935445,0.04245497481684557,6.632953262358896e-05,6.632837712693564e-05,0.07005052544722366,0.396280975049291
2993,Alan Greenspan,01mar1996,1996,GLMM,8,0.6308359906198858,0.023757759103142508,0.00012258078875318037,0.024581305370543923,0.2390219729565086,0.0001225761794979054,0.00012258861955974688,0.00012258154897956645,0.08119005529193293,0.6308359906198858,0.0001225895211958838
2994,Alan Greenspan,05mar1996,1996,GLMM,0,0.3493107485294887,0.3493107485294887,8.106169205492072e-05,0.09301124833858061,0.06186583900826307,8.105608053678701e-05,0.14017053018808528,8.105603620371572e-05,0.05605677353178027,0.29926062845760376,8.105813740282186e-05
2995,Alan Greenspan,18mar1996,1996,GLMM,8,0.2975839725807553,0.2235043038238672,8.335824132770613e-05,0.015952308265955274,0.15794453152234733,8.335990697253478e-05,0.18974612190745394,8.335040451499559e-05,0.07130833805822602,0.2975839725807553,0.043710355288579666
2996,Alan Greenspan,19mar1996,1996,GLMM,0,0.7778246310424917,0.7778246310424917,0.040800734997151054,0.0003323081380067159,0.0003323285644761637,0.10533114561399383,0.0003323189201660396,0.00033232042726257194,0.0003323307717204589,0.0740495539726136,0.0003323275521178416
2997,Alan Greenspan,26mar1996,1996,GLMM,5,0.3674537006542456,0.03202351338906768,0.031707949165547804,0.0002740515765059138,0.06382092371627766,0.1743711595566535,0.3674537006542456,0.04170646252034553,0.0002740341852833749,0.21582539661928843,0.07254280861678455
2998,Alan Greenspan,27mar1996,1996,GLMM,7,0.5156059244735683,0.00015826817358941876,0.013887653624435246,0.00015826312398336094,0.09430704902967321,0.00015826329364035917,0.04963979414437529,0.00015827536992500516,0.5156059244735683,0.32576823998699395,0.00015826877981585158
2999,Alan Greenspan,02may1996,1996,GLMM,1,0.5820959748329312,0.11677693490033103,0.5820959748329312,0.09269905589345263,6.31866881382556e-05,0.033080299268029904,0.013289171484773763,6.31872556650551e-05,6.31841991973777e-05,0.093713237152639,0.06815576832484184
3000,Alan Greenspan,07may1996,1996,GLMM,8,0.641908665755209,7.700145507954057e-05,0.051963820812653216,7.700168150069224e-05,7.700227391042267e-05,7.700519430893988e-05,0.14860429588741383,7.700295636667316e-05,0.007521735598380158,0.641908665755209,0.14961646838517742
3001,Alan Greenspan,06jun1996,1996,GLMM,3,0.35111077771364146,8.259639627186568e-05,8.259454389837472e-05,0.09577732024187796,0.35111077771364146,8.259776032379814e-05,8.259648548820585e-05,8.259547069675001e-05,0.20608898861828528,0.3465273387131692,8.259405634717774e-05
3002,Alan Greenspan,13jun1996,1996,GLMM,1,0.47355608545017264,0.10241033825000674,0.47355608545017264,6.903027540089685e-05,0.016086921251077097,6.90353855369967e-05,0.004217444621123267,0.005153720333500491,6.902898232040899e-05,0.1977210417231946,0.2006473537276669
